ExperimentContainer,DateTime,DataMatrix,TreatmentId,ProcMaskPlantPixelCount,PmdFvFmMean,PmdFvFmMedian,PmdFvFmMax,PmdFvFmMode,PmlFvFmMean,PmlFvFmMedian,PmlFvFmMax,PmlFvFmMode,ChlMean,ChlBlobName,ClrBlobName,HdrBlobName,SpcBlobName,PmlBlobName,PmdBlobName,ProcAnthocyaninSpcBlobName,ProcChlBlobName,ProcClrBlobName,ProcMarkersClrBlobName,ProcMaskBlobName,ProcNearInfraredSpcBlobName,ProcRedEdgeSpcBlobName,ConfigFile
exp133,20250320T160742720000,NPEC51.20250311.AH1.Brioso.MaxMove_NoSalt_WW.1,2093,22705.0,,,,,0.64,0.65,0.83,0.64,19473.09,CropReporter/20250320/NPEC51.20250311.AH1.Brioso.MaxMove_NoSalt_WW.1/CropReporter/160742720/data/CHL_133_NPEC51.20250311.AH1.Brioso.MaxMove_NoSalt_WW.1_2093.DAT,CropReporter/20250320/NPEC51.20250311.AH1.Brioso.MaxMove_NoSalt_WW.1/CropReporter/160742720/data/CLR_133_NPEC51.20250311.AH1.Brioso.MaxMove_NoSalt_WW.1_2093.DAT,CropReporter/20250320/NPEC51.20250311.AH1.Brioso.MaxMove_NoSalt_WW.1/CropReporter/160742720/data/HDR_133_NPEC51.20250311.AH1.Brioso.MaxMove_NoSalt_WW.1_2093.INF,CropReporter/20250320/NPEC51.20250311.AH1.Brioso.MaxMove_NoSalt_WW.1/CropReporter/160742720/data/SPC_133_NPEC51.20250311.AH1.Brioso.MaxMove_NoSalt_WW.1_2093.DAT,CropReporter/20250320/NPEC51.20250311.AH1.Brioso.MaxMove_NoSalt_WW.1/CropReporter/160742720/data/PML_133_NPEC51.20250311.AH1.Brioso.MaxMove_NoSalt_WW.1_2093.DAT,,CropReporter/20250320/NPEC51.20250311.AH1.Brioso.MaxMove_NoSalt_WW.1/CropReporter/160742720/data/proc-main-anthocyanin-SPC_133_NPEC51.20250311.AH1.Brioso.MaxMove_NoSalt_WW.1_2093.png,CropReporter/20250320/NPEC51.20250311.AH1.Brioso.MaxMove_NoSalt_WW.1/CropReporter/160742720/data/proc-main-CHL_133_NPEC51.20250311.AH1.Brioso.MaxMove_NoSalt_WW.1_2093.png,CropReporter/20250320/NPEC51.20250311.AH1.Brioso.MaxMove_NoSalt_WW.1/CropReporter/160742720/data/proc-main-CLR_133_NPEC51.20250311.AH1.Brioso.MaxMove_NoSalt_WW.1_2093.png,CropReporter/20250320/NPEC51.20250311.AH1.Brioso.MaxMove_NoSalt_WW.1/CropReporter/160742720/data/proc-main-markers-CLR_133_NPEC51.20250311.AH1.Brioso.MaxMove_NoSalt_WW.1_2093.png,CropReporter/20250320/NPEC51.20250311.AH1.Brioso.MaxMove_NoSalt_WW.1/CropReporter/160742720/data/proc-main-mask-133_NPEC51.20250311.AH1.Brioso.MaxMove_NoSalt_WW.1_2093.png,CropReporter/20250320/NPEC51.20250311.AH1.Brioso.MaxMove_NoSalt_WW.1/CropReporter/160742720/data/proc-main-near-infrared-SPC_133_NPEC51.20250311.AH1.Brioso.MaxMove_NoSalt_WW.1_2093.png,CropReporter/20250320/NPEC51.20250311.AH1.Brioso.MaxMove_NoSalt_WW.1/CropReporter/160742720/data/proc-main-red-edge-SPC_133_NPEC51.20250311.AH1.Brioso.MaxMove_NoSalt_WW.1_2093.png,3.1Mp_PAM_Light_CF_ETR_Spectral_Color_F0240.SET
exp133,20250320T162658591000,NPEC51.20250311.AI2.Brioso.MaxMove_NoSalt_WW.19,2093,13802.0,,,,,0.65,0.66,1.0,0.65,17996.2,CropReporter/20250320/NPEC51.20250311.AI2.Brioso.MaxMove_NoSalt_WW.19/CropReporter/162658591/data/CHL_133_NPEC51.20250311.AI2.Brioso.MaxMove_NoSalt_WW.19_2093.DAT,CropReporter/20250320/NPEC51.20250311.AI2.Brioso.MaxMove_NoSalt_WW.19/CropReporter/162658591/data/CLR_133_NPEC51.20250311.AI2.Brioso.MaxMove_NoSalt_WW.19_2093.DAT,CropReporter/20250320/NPEC51.20250311.AI2.Brioso.MaxMove_NoSalt_WW.19/CropReporter/162658591/data/HDR_133_NPEC51.20250311.AI2.Brioso.MaxMove_NoSalt_WW.19_2093.INF,CropReporter/20250320/NPEC51.20250311.AI2.Brioso.MaxMove_NoSalt_WW.19/CropReporter/162658591/data/SPC_133_NPEC51.20250311.AI2.Brioso.MaxMove_NoSalt_WW.19_2093.DAT,CropReporter/20250320/NPEC51.20250311.AI2.Brioso.MaxMove_NoSalt_WW.19/CropReporter/162658591/data/PML_133_NPEC51.20250311.AI2.Brioso.MaxMove_NoSalt_WW.19_2093.DAT,,CropReporter/20250320/NPEC51.20250311.AI2.Brioso.MaxMove_NoSalt_WW.19/CropReporter/162658591/data/proc-main-anthocyanin-SPC_133_NPEC51.20250311.AI2.Brioso.MaxMove_NoSalt_WW.19_2093.png,CropReporter/20250320/NPEC51.20250311.AI2.Brioso.MaxMove_NoSalt_WW.19/CropReporter/162658591/data/proc-main-CHL_133_NPEC51.20250311.AI2.Brioso.MaxMove_NoSalt_WW.19_2093.png,CropReporter/20250320/NPEC51.20250311.AI2.Brioso.MaxMove_NoSalt_WW.19/CropReporter/162658591/data/proc-main-CLR_133_NPEC51.20250311.AI2.Brioso.MaxMove_NoSalt_WW.19_2093.png,CropReporter/20250320/NPEC51.20250311.AI2.Brioso.MaxMove_NoSalt_WW.19/CropReporter/162658591/data/proc-main-markers-CLR_133_NPEC51.20250311.AI2.Brioso.MaxMove_NoSalt_WW.19_2093.png,CropReporter/20250320/NPEC51.20250311.AI2.Brioso.MaxMove_NoSalt_WW.19/CropReporter/162658591/data/proc-main-mask-133_NPEC51.20250311.AI2.Brioso.MaxMove_NoSalt_WW.19_2093.png,CropReporter/20250320/NPEC51.20250311.AI2.Brioso.MaxMove_NoSalt_WW.19/CropReporter/162658591/data/proc-main-near-infrared-SPC_133_NPEC51.20250311.AI2.Brioso.MaxMove_NoSalt_WW.19_2093.png,CropReporter/20250320/NPEC51.20250311.AI2.Brioso.MaxMove_NoSalt_WW.19/CropReporter/162658591/data/proc-main-red-edge-SPC_133_NPEC51.20250311.AI2.Brioso.MaxMove_NoSalt_WW.19_2093.png,3.1Mp_PAM_Light_CF_ETR_Spectral_Color_F0240.SET
exp133,20250320T163253459000,NPEC51.20250311.AH3.Brioso.MaxMove_NoSalt_WW.2,2093,18326.0,,,,,0.66,0.66,0.8,0.66,17970.79,CropReporter/20250320/NPEC51.20250311.AH3.Brioso.MaxMove_NoSalt_WW.2/CropReporter/163253459/data/CHL_133_NPEC51.20250311.AH3.Brioso.MaxMove_NoSalt_WW.2_2093.DAT,CropReporter/20250320/NPEC51.20250311.AH3.Brioso.MaxMove_NoSalt_WW.2/CropReporter/163253459/data/CLR_133_NPEC51.20250311.AH3.Brioso.MaxMove_NoSalt_WW.2_2093.DAT,CropReporter/20250320/NPEC51.20250311.AH3.Brioso.MaxMove_NoSalt_WW.2/CropReporter/163253459/data/HDR_133_NPEC51.20250311.AH3.Brioso.MaxMove_NoSalt_WW.2_2093.INF,CropReporter/20250320/NPEC51.20250311.AH3.Brioso.MaxMove_NoSalt_WW.2/CropReporter/163253459/data/SPC_133_NPEC51.20250311.AH3.Brioso.MaxMove_NoSalt_WW.2_2093.DAT,CropReporter/20250320/NPEC51.20250311.AH3.Brioso.MaxMove_NoSalt_WW.2/CropReporter/163253459/data/PML_133_NPEC51.20250311.AH3.Brioso.MaxMove_NoSalt_WW.2_2093.DAT,,CropReporter/20250320/NPEC51.20250311.AH3.Brioso.MaxMove_NoSalt_WW.2/CropReporter/163253459/data/proc-main-anthocyanin-SPC_133_NPEC51.20250311.AH3.Brioso.MaxMove_NoSalt_WW.2_2093.png,CropReporter/20250320/NPEC51.20250311.AH3.Brioso.MaxMove_NoSalt_WW.2/CropReporter/163253459/data/proc-main-CHL_133_NPEC51.20250311.AH3.Brioso.MaxMove_NoSalt_WW.2_2093.png,CropReporter/20250320/NPEC51.20250311.AH3.Brioso.MaxMove_NoSalt_WW.2/CropReporter/163253459/data/proc-main-CLR_133_NPEC51.20250311.AH3.Brioso.MaxMove_NoSalt_WW.2_2093.png,CropReporter/20250320/NPEC51.20250311.AH3.Brioso.MaxMove_NoSalt_WW.2/CropReporter/163253459/data/proc-main-markers-CLR_133_NPEC51.20250311.AH3.Brioso.MaxMove_NoSalt_WW.2_2093.png,CropReporter/20250320/NPEC51.20250311.AH3.Brioso.MaxMove_NoSalt_WW.2/CropReporter/163253459/data/proc-main-mask-133_NPEC51.20250311.AH3.Brioso.MaxMove_NoSalt_WW.2_2093.png,CropReporter/20250320/NPEC51.20250311.AH3.Brioso.MaxMove_NoSalt_WW.2/CropReporter/163253459/data/proc-main-near-infrared-SPC_133_NPEC51.20250311.AH3.Brioso.MaxMove_NoSalt_WW.2_2093.png,CropReporter/20250320/NPEC51.20250311.AH3.Brioso.MaxMove_NoSalt_WW.2/CropReporter/163253459/data/proc-main-red-edge-SPC_133_NPEC51.20250311.AH3.Brioso.MaxMove_NoSalt_WW.2_2093.png,3.1Mp_PAM_Light_CF_ETR_Spectral_Color_F0240.SET
exp133,20250320T163931786000,NPEC51.20250311.AI4.Brioso.MaxMove_NoSalt_WW.20,2093,13191.0,,,,,0.66,0.66,0.81,0.65,18032.41,CropReporter/20250320/NPEC51.20250311.AI4.Brioso.MaxMove_NoSalt_WW.20/CropReporter/163931786/data/CHL_133_NPEC51.20250311.AI4.Brioso.MaxMove_NoSalt_WW.20_2093.DAT,CropReporter/20250320/NPEC51.20250311.AI4.Brioso.MaxMove_NoSalt_WW.20/CropReporter/163931786/data/CLR_133_NPEC51.20250311.AI4.Brioso.MaxMove_NoSalt_WW.20_2093.DAT,CropReporter/20250320/NPEC51.20250311.AI4.Brioso.MaxMove_NoSalt_WW.20/CropReporter/163931786/data/HDR_133_NPEC51.20250311.AI4.Brioso.MaxMove_NoSalt_WW.20_2093.INF,CropReporter/20250320/NPEC51.20250311.AI4.Brioso.MaxMove_NoSalt_WW.20/CropReporter/163931786/data/SPC_133_NPEC51.20250311.AI4.Brioso.MaxMove_NoSalt_WW.20_2093.DAT,CropReporter/20250320/NPEC51.20250311.AI4.Brioso.MaxMove_NoSalt_WW.20/CropReporter/163931786/data/PML_133_NPEC51.20250311.AI4.Brioso.MaxMove_NoSalt_WW.20_2093.DAT,,CropReporter/20250320/NPEC51.20250311.AI4.Brioso.MaxMove_NoSalt_WW.20/CropReporter/163931786/data/proc-main-anthocyanin-SPC_133_NPEC51.20250311.AI4.Brioso.MaxMove_NoSalt_WW.20_2093.png,CropReporter/20250320/NPEC51.20250311.AI4.Brioso.MaxMove_NoSalt_WW.20/CropReporter/163931786/data/proc-main-CHL_133_NPEC51.20250311.AI4.Brioso.MaxMove_NoSalt_WW.20_2093.png,CropReporter/20250320/NPEC51.20250311.AI4.Brioso.MaxMove_NoSalt_WW.20/CropReporter/163931786/data/proc-main-CLR_133_NPEC51.20250311.AI4.Brioso.MaxMove_NoSalt_WW.20_2093.png,CropReporter/20250320/NPEC51.20250311.AI4.Brioso.MaxMove_NoSalt_WW.20/CropReporter/163931786/data/proc-main-markers-CLR_133_NPEC51.20250311.AI4.Brioso.MaxMove_NoSalt_WW.20_2093.png,CropReporter/20250320/NPEC51.20250311.AI4.Brioso.MaxMove_NoSalt_WW.20/CropReporter/163931786/data/proc-main-mask-133_NPEC51.20250311.AI4.Brioso.MaxMove_NoSalt_WW.20_2093.png,CropReporter/20250320/NPEC51.20250311.AI4.Brioso.MaxMove_NoSalt_WW.20/CropReporter/163931786/data/proc-main-near-infrared-SPC_133_NPEC51.20250311.AI4.Brioso.MaxMove_NoSalt_WW.20_2093.png,CropReporter/20250320/NPEC51.20250311.AI4.Brioso.MaxMove_NoSalt_WW.20/CropReporter/163931786/data/proc-main-red-edge-SPC_133_NPEC51.20250311.AI4.Brioso.MaxMove_NoSalt_WW.20_2093.png,3.1Mp_PAM_Light_CF_ETR_Spectral_Color_F0240.SET
exp133,20250320T164526043000,NPEC51.20250311.AH5.Brioso.MaxMove_NoSalt_WW.3,2093,19358.0,,,,,0.66,0.66,0.81,0.66,18126.85,CropReporter/20250320/NPEC51.20250311.AH5.Brioso.MaxMove_NoSalt_WW.3/CropReporter/164526043/data/CHL_133_NPEC51.20250311.AH5.Brioso.MaxMove_NoSalt_WW.3_2093.DAT,CropReporter/20250320/NPEC51.20250311.AH5.Brioso.MaxMove_NoSalt_WW.3/CropReporter/164526043/data/CLR_133_NPEC51.20250311.AH5.Brioso.MaxMove_NoSalt_WW.3_2093.DAT,CropReporter/20250320/NPEC51.20250311.AH5.Brioso.MaxMove_NoSalt_WW.3/CropReporter/164526043/data/HDR_133_NPEC51.20250311.AH5.Brioso.MaxMove_NoSalt_WW.3_2093.INF,CropReporter/20250320/NPEC51.20250311.AH5.Brioso.MaxMove_NoSalt_WW.3/CropReporter/164526043/data/SPC_133_NPEC51.20250311.AH5.Brioso.MaxMove_NoSalt_WW.3_2093.DAT,CropReporter/20250320/NPEC51.20250311.AH5.Brioso.MaxMove_NoSalt_WW.3/CropReporter/164526043/data/PML_133_NPEC51.20250311.AH5.Brioso.MaxMove_NoSalt_WW.3_2093.DAT,,CropReporter/20250320/NPEC51.20250311.AH5.Brioso.MaxMove_NoSalt_WW.3/CropReporter/164526043/data/proc-main-anthocyanin-SPC_133_NPEC51.20250311.AH5.Brioso.MaxMove_NoSalt_WW.3_2093.png,CropReporter/20250320/NPEC51.20250311.AH5.Brioso.MaxMove_NoSalt_WW.3/CropReporter/164526043/data/proc-main-CHL_133_NPEC51.20250311.AH5.Brioso.MaxMove_NoSalt_WW.3_2093.png,CropReporter/20250320/NPEC51.20250311.AH5.Brioso.MaxMove_NoSalt_WW.3/CropReporter/164526043/data/proc-main-CLR_133_NPEC51.20250311.AH5.Brioso.MaxMove_NoSalt_WW.3_2093.png,CropReporter/20250320/NPEC51.20250311.AH5.Brioso.MaxMove_NoSalt_WW.3/CropReporter/164526043/data/proc-main-markers-CLR_133_NPEC51.20250311.AH5.Brioso.MaxMove_NoSalt_WW.3_2093.png,CropReporter/20250320/NPEC51.20250311.AH5.Brioso.MaxMove_NoSalt_WW.3/CropReporter/164526043/data/proc-main-mask-133_NPEC51.20250311.AH5.Brioso.MaxMove_NoSalt_WW.3_2093.png,CropReporter/20250320/NPEC51.20250311.AH5.Brioso.MaxMove_NoSalt_WW.3/CropReporter/164526043/data/proc-main-near-infrared-SPC_133_NPEC51.20250311.AH5.Brioso.MaxMove_NoSalt_WW.3_2093.png,CropReporter/20250320/NPEC51.20250311.AH5.Brioso.MaxMove_NoSalt_WW.3/CropReporter/164526043/data/proc-main-red-edge-SPC_133_NPEC51.20250311.AH5.Brioso.MaxMove_NoSalt_WW.3_2093.png,3.1Mp_PAM_Light_CF_ETR_Spectral_Color_F0240.SET
exp133,20250320T165203925000,NPEC51.20250311.AI6.Brioso.MaxMove_NoSalt_WW.21,2093,15785.0,,,,,0.67,0.67,0.82,0.67,17203.5,CropReporter/20250320/NPEC51.20250311.AI6.Brioso.MaxMove_NoSalt_WW.21/CropReporter/165203925/data/CHL_133_NPEC51.20250311.AI6.Brioso.MaxMove_NoSalt_WW.21_2093.DAT,CropReporter/20250320/NPEC51.20250311.AI6.Brioso.MaxMove_NoSalt_WW.21/CropReporter/165203925/data/CLR_133_NPEC51.20250311.AI6.Brioso.MaxMove_NoSalt_WW.21_2093.DAT,CropReporter/20250320/NPEC51.20250311.AI6.Brioso.MaxMove_NoSalt_WW.21/CropReporter/165203925/data/HDR_133_NPEC51.20250311.AI6.Brioso.MaxMove_NoSalt_WW.21_2093.INF,CropReporter/20250320/NPEC51.20250311.AI6.Brioso.MaxMove_NoSalt_WW.21/CropReporter/165203925/data/SPC_133_NPEC51.20250311.AI6.Brioso.MaxMove_NoSalt_WW.21_2093.DAT,CropReporter/20250320/NPEC51.20250311.AI6.Brioso.MaxMove_NoSalt_WW.21/CropReporter/165203925/data/PML_133_NPEC51.20250311.AI6.Brioso.MaxMove_NoSalt_WW.21_2093.DAT,,CropReporter/20250320/NPEC51.20250311.AI6.Brioso.MaxMove_NoSalt_WW.21/CropReporter/165203925/data/proc-main-anthocyanin-SPC_133_NPEC51.20250311.AI6.Brioso.MaxMove_NoSalt_WW.21_2093.png,CropReporter/20250320/NPEC51.20250311.AI6.Brioso.MaxMove_NoSalt_WW.21/CropReporter/165203925/data/proc-main-CHL_133_NPEC51.20250311.AI6.Brioso.MaxMove_NoSalt_WW.21_2093.png,CropReporter/20250320/NPEC51.20250311.AI6.Brioso.MaxMove_NoSalt_WW.21/CropReporter/165203925/data/proc-main-CLR_133_NPEC51.20250311.AI6.Brioso.MaxMove_NoSalt_WW.21_2093.png,CropReporter/20250320/NPEC51.20250311.AI6.Brioso.MaxMove_NoSalt_WW.21/CropReporter/165203925/data/proc-main-markers-CLR_133_NPEC51.20250311.AI6.Brioso.MaxMove_NoSalt_WW.21_2093.png,CropReporter/20250320/NPEC51.20250311.AI6.Brioso.MaxMove_NoSalt_WW.21/CropReporter/165203925/data/proc-main-mask-133_NPEC51.20250311.AI6.Brioso.MaxMove_NoSalt_WW.21_2093.png,CropReporter/20250320/NPEC51.20250311.AI6.Brioso.MaxMove_NoSalt_WW.21/CropReporter/165203925/data/proc-main-near-infrared-SPC_133_NPEC51.20250311.AI6.Brioso.MaxMove_NoSalt_WW.21_2093.png,CropReporter/20250320/NPEC51.20250311.AI6.Brioso.MaxMove_NoSalt_WW.21/CropReporter/165203925/data/proc-main-red-edge-SPC_133_NPEC51.20250311.AI6.Brioso.MaxMove_NoSalt_WW.21_2093.png,3.1Mp_PAM_Light_CF_ETR_Spectral_Color_F0240.SET
exp133,20250320T165758189000,NPEC51.20250311.AH7.Brioso.MaxMove_NoSalt_WW.4,2093,19129.0,,,,,0.66,0.66,0.81,0.66,17382.75,CropReporter/20250320/NPEC51.20250311.AH7.Brioso.MaxMove_NoSalt_WW.4/CropReporter/165758189/data/CHL_133_NPEC51.20250311.AH7.Brioso.MaxMove_NoSalt_WW.4_2093.DAT,CropReporter/20250320/NPEC51.20250311.AH7.Brioso.MaxMove_NoSalt_WW.4/CropReporter/165758189/data/CLR_133_NPEC51.20250311.AH7.Brioso.MaxMove_NoSalt_WW.4_2093.DAT,CropReporter/20250320/NPEC51.20250311.AH7.Brioso.MaxMove_NoSalt_WW.4/CropReporter/165758189/data/HDR_133_NPEC51.20250311.AH7.Brioso.MaxMove_NoSalt_WW.4_2093.INF,CropReporter/20250320/NPEC51.20250311.AH7.Brioso.MaxMove_NoSalt_WW.4/CropReporter/165758189/data/SPC_133_NPEC51.20250311.AH7.Brioso.MaxMove_NoSalt_WW.4_2093.DAT,CropReporter/20250320/NPEC51.20250311.AH7.Brioso.MaxMove_NoSalt_WW.4/CropReporter/165758189/data/PML_133_NPEC51.20250311.AH7.Brioso.MaxMove_NoSalt_WW.4_2093.DAT,,CropReporter/20250320/NPEC51.20250311.AH7.Brioso.MaxMove_NoSalt_WW.4/CropReporter/165758189/data/proc-main-anthocyanin-SPC_133_NPEC51.20250311.AH7.Brioso.MaxMove_NoSalt_WW.4_2093.png,CropReporter/20250320/NPEC51.20250311.AH7.Brioso.MaxMove_NoSalt_WW.4/CropReporter/165758189/data/proc-main-CHL_133_NPEC51.20250311.AH7.Brioso.MaxMove_NoSalt_WW.4_2093.png,CropReporter/20250320/NPEC51.20250311.AH7.Brioso.MaxMove_NoSalt_WW.4/CropReporter/165758189/data/proc-main-CLR_133_NPEC51.20250311.AH7.Brioso.MaxMove_NoSalt_WW.4_2093.png,CropReporter/20250320/NPEC51.20250311.AH7.Brioso.MaxMove_NoSalt_WW.4/CropReporter/165758189/data/proc-main-markers-CLR_133_NPEC51.20250311.AH7.Brioso.MaxMove_NoSalt_WW.4_2093.png,CropReporter/20250320/NPEC51.20250311.AH7.Brioso.MaxMove_NoSalt_WW.4/CropReporter/165758189/data/proc-main-mask-133_NPEC51.20250311.AH7.Brioso.MaxMove_NoSalt_WW.4_2093.png,CropReporter/20250320/NPEC51.20250311.AH7.Brioso.MaxMove_NoSalt_WW.4/CropReporter/165758189/data/proc-main-near-infrared-SPC_133_NPEC51.20250311.AH7.Brioso.MaxMove_NoSalt_WW.4_2093.png,CropReporter/20250320/NPEC51.20250311.AH7.Brioso.MaxMove_NoSalt_WW.4/CropReporter/165758189/data/proc-main-red-edge-SPC_133_NPEC51.20250311.AH7.Brioso.MaxMove_NoSalt_WW.4_2093.png,3.1Mp_PAM_Light_CF_ETR_Spectral_Color_F0240.SET
exp133,20250320T170435868000,NPEC51.20250311.AI8.Brioso.MaxMove_NoSalt_WW.22,2093,14761.0,,,,,0.66,0.67,0.8,0.67,16923.44,CropReporter/20250320/NPEC51.20250311.AI8.Brioso.MaxMove_NoSalt_WW.22/CropReporter/170435868/data/CHL_133_NPEC51.20250311.AI8.Brioso.MaxMove_NoSalt_WW.22_2093.DAT,CropReporter/20250320/NPEC51.20250311.AI8.Brioso.MaxMove_NoSalt_WW.22/CropReporter/170435868/data/CLR_133_NPEC51.20250311.AI8.Brioso.MaxMove_NoSalt_WW.22_2093.DAT,CropReporter/20250320/NPEC51.20250311.AI8.Brioso.MaxMove_NoSalt_WW.22/CropReporter/170435868/data/HDR_133_NPEC51.20250311.AI8.Brioso.MaxMove_NoSalt_WW.22_2093.INF,CropReporter/20250320/NPEC51.20250311.AI8.Brioso.MaxMove_NoSalt_WW.22/CropReporter/170435868/data/SPC_133_NPEC51.20250311.AI8.Brioso.MaxMove_NoSalt_WW.22_2093.DAT,CropReporter/20250320/NPEC51.20250311.AI8.Brioso.MaxMove_NoSalt_WW.22/CropReporter/170435868/data/PML_133_NPEC51.20250311.AI8.Brioso.MaxMove_NoSalt_WW.22_2093.DAT,,CropReporter/20250320/NPEC51.20250311.AI8.Brioso.MaxMove_NoSalt_WW.22/CropReporter/170435868/data/proc-main-anthocyanin-SPC_133_NPEC51.20250311.AI8.Brioso.MaxMove_NoSalt_WW.22_2093.png,CropReporter/20250320/NPEC51.20250311.AI8.Brioso.MaxMove_NoSalt_WW.22/CropReporter/170435868/data/proc-main-CHL_133_NPEC51.20250311.AI8.Brioso.MaxMove_NoSalt_WW.22_2093.png,CropReporter/20250320/NPEC51.20250311.AI8.Brioso.MaxMove_NoSalt_WW.22/CropReporter/170435868/data/proc-main-CLR_133_NPEC51.20250311.AI8.Brioso.MaxMove_NoSalt_WW.22_2093.png,CropReporter/20250320/NPEC51.20250311.AI8.Brioso.MaxMove_NoSalt_WW.22/CropReporter/170435868/data/proc-main-markers-CLR_133_NPEC51.20250311.AI8.Brioso.MaxMove_NoSalt_WW.22_2093.png,CropReporter/20250320/NPEC51.20250311.AI8.Brioso.MaxMove_NoSalt_WW.22/CropReporter/170435868/data/proc-main-mask-133_NPEC51.20250311.AI8.Brioso.MaxMove_NoSalt_WW.22_2093.png,CropReporter/20250320/NPEC51.20250311.AI8.Brioso.MaxMove_NoSalt_WW.22/CropReporter/170435868/data/proc-main-near-infrared-SPC_133_NPEC51.20250311.AI8.Brioso.MaxMove_NoSalt_WW.22_2093.png,CropReporter/20250320/NPEC51.20250311.AI8.Brioso.MaxMove_NoSalt_WW.22/CropReporter/170435868/data/proc-main-red-edge-SPC_133_NPEC51.20250311.AI8.Brioso.MaxMove_NoSalt_WW.22_2093.png,3.1Mp_PAM_Light_CF_ETR_Spectral_Color_F0240.SET
exp133,20250320T171030140000,NPEC51.20250311.AH9.Brioso.MaxMove_NoSalt_WW.5,2093,16330.0,,,,,0.66,0.66,0.84,0.65,17121.42,CropReporter/20250320/NPEC51.20250311.AH9.Brioso.MaxMove_NoSalt_WW.5/CropReporter/171030140/data/CHL_133_NPEC51.20250311.AH9.Brioso.MaxMove_NoSalt_WW.5_2093.DAT,CropReporter/20250320/NPEC51.20250311.AH9.Brioso.MaxMove_NoSalt_WW.5/CropReporter/171030140/data/CLR_133_NPEC51.20250311.AH9.Brioso.MaxMove_NoSalt_WW.5_2093.DAT,CropReporter/20250320/NPEC51.20250311.AH9.Brioso.MaxMove_NoSalt_WW.5/CropReporter/171030140/data/HDR_133_NPEC51.20250311.AH9.Brioso.MaxMove_NoSalt_WW.5_2093.INF,CropReporter/20250320/NPEC51.20250311.AH9.Brioso.MaxMove_NoSalt_WW.5/CropReporter/171030140/data/SPC_133_NPEC51.20250311.AH9.Brioso.MaxMove_NoSalt_WW.5_2093.DAT,CropReporter/20250320/NPEC51.20250311.AH9.Brioso.MaxMove_NoSalt_WW.5/CropReporter/171030140/data/PML_133_NPEC51.20250311.AH9.Brioso.MaxMove_NoSalt_WW.5_2093.DAT,,CropReporter/20250320/NPEC51.20250311.AH9.Brioso.MaxMove_NoSalt_WW.5/CropReporter/171030140/data/proc-main-anthocyanin-SPC_133_NPEC51.20250311.AH9.Brioso.MaxMove_NoSalt_WW.5_2093.png,CropReporter/20250320/NPEC51.20250311.AH9.Brioso.MaxMove_NoSalt_WW.5/CropReporter/171030140/data/proc-main-CHL_133_NPEC51.20250311.AH9.Brioso.MaxMove_NoSalt_WW.5_2093.png,CropReporter/20250320/NPEC51.20250311.AH9.Brioso.MaxMove_NoSalt_WW.5/CropReporter/171030140/data/proc-main-CLR_133_NPEC51.20250311.AH9.Brioso.MaxMove_NoSalt_WW.5_2093.png,CropReporter/20250320/NPEC51.20250311.AH9.Brioso.MaxMove_NoSalt_WW.5/CropReporter/171030140/data/proc-main-markers-CLR_133_NPEC51.20250311.AH9.Brioso.MaxMove_NoSalt_WW.5_2093.png,CropReporter/20250320/NPEC51.20250311.AH9.Brioso.MaxMove_NoSalt_WW.5/CropReporter/171030140/data/proc-main-mask-133_NPEC51.20250311.AH9.Brioso.MaxMove_NoSalt_WW.5_2093.png,CropReporter/20250320/NPEC51.20250311.AH9.Brioso.MaxMove_NoSalt_WW.5/CropReporter/171030140/data/proc-main-near-infrared-SPC_133_NPEC51.20250311.AH9.Brioso.MaxMove_NoSalt_WW.5_2093.png,CropReporter/20250320/NPEC51.20250311.AH9.Brioso.MaxMove_NoSalt_WW.5/CropReporter/171030140/data/proc-main-red-edge-SPC_133_NPEC51.20250311.AH9.Brioso.MaxMove_NoSalt_WW.5_2093.png,3.1Mp_PAM_Light_CF_ETR_Spectral_Color_F0240.SET
